Tellepunkt;Veg;Sted;Meter;HP;År;Felt;L.Klasse;ADT;ÅDTavvik;SDT;SDTavvik;YDT;YDTavvik;HDT;HDTavvik;JDT;JDTavvik
300001;EV6;E6 Manglerud;10300;1;2017;R1;20;33737;0;36600;0;36531;0;27583;0;32748;0
300001;EV6;E6 Manglerud;10300;1;2017;R2;20;34663;0;37756;0;37773;0;27814;0;35757;0
300022;EV6;Klemetsrud;1191;1;2017;1;20;9504;-999;10532;-999;10451;-999;7421;-999;9454;-999
300022;EV6;Klemetsrud;1191;1;2017;2;20;10940;-999;11844;-999;12562;-999;7370;-999;10068;-999
300022;EV6;Klemetsrud;1191;1;2017;3;20;15699;-999;17069;-999;16277;-999;14426;-999;16756;-999
300022;EV6;Klemetsrud;1191;1;2017;4;20;14098;-999;14694;-999;14835;-999;12475;-999;14059;-999
300022;EV6;Klemetsrud;1191;1;2017;5;20;175;-999;162;-999;226;-999;62;-999;66;-999
100154;RV22;LUND;2870;8;2017;R0;20;3734;184;3919;208;4159;200;2799;148;3625;195
300022;EV6;Klemetsrud;1191;1;2017;R1;20;25378;47;27763;0;26954;51;21909;38;26276;0
300022;EV6;Klemetsrud;1191;1;2017;R2;20;25038;47;26538;0;27397;51;19844;36;24127;0
300030;EV6;Helsfyr;2578;51;2017;1;20;10530;-999;9604;-999;12697;-999;5760;-999;6214;-999
300030;EV6;Helsfyr;2578;51;2017;2;20;12820;-999;12294;-999;15532;-999;6847;-999;9613;-999
300030;EV6;Helsfyr;2578;51;2017;3;20;16187;-999;16330;-999;17227;-999;13895;-999;15419;-999
300030;EV6;Helsfyr;2578;51;2017;4;20;13542;-999;13322;-999;14557;-999;11309;-999;11952;-999
300030;EV6;Helsfyr;2578;51;2017;5;20;8484;-999;8003;-999;9874;-999;5422;-999;6450;-999
300030;EV6;Helsfyr;2578;51;2017;6;20;8417;-999;8602;-999;9766;-999;5446;-999;8139;-999
100156;FV22;KIRKELUND;325;7;2017;R0;20;2850;137;3091;164;3095;146;2311;116;2951;158
300030;EV6;Helsfyr;2578;51;2017;R1;20;35200;0;33937;0;39798;0;25077;0;28083;0
300030;EV6;Helsfyr;2578;51;2017;R2;20;34779;0;34218;0;39855;0;23601;0;29704;0
300039;EV6;SKULLERUD;5272;1;2017;1;20;14926;-999;16161;-999;16443;-999;11585;-999;14598;-999
300039;EV6;SKULLERUD;5272;1;2017;2;20;15843;-999;16255;-999;17882;-999;11354;-999;13978;-999
300039;EV6;SKULLERUD;5272;1;2017;3;20;18194;-999;19206;-999;18890;-999;16663;-999;18786;-999
300039;EV6;SKULLERUD;5272;1;2017;4;20;16937;-999;17252;-999;17820;-999;14994;-999;16458;-999
300039;EV6;SKULLERUD;5272;1;2017;5;20;2312;-999;2134;-999;2652;-999;1562;-999;1574;-999
300039;EV6;SKULLERUD;5272;1;2017;6;20;2051;-999;2204;-999;2330;-999;1436;-999;1777;-999
100159;FV124;BERGENHUS ØST;7898;2;2017;R0;20;2273;116;2413;136;2493;124;1787;96;2272;130
300039;EV6;SKULLERUD;5272;1;2017;R1;20;35432;0;37502;0;37985;0;29810;0;34958;0
300039;EV6;SKULLERUD;5272;1;2017;R2;20;34831;0;35711;0;38032;0;27783;0;32213;0
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;1;20;4222;-999;3732;-999;4913;-999;2701;-999;2558;-999
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;2;20;5054;-999;3260;-999;5924;-999;3137;-999;209;-999
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;3;20;10496;-999;10394;-999;11440;-999;8418;-999;8994;-999
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;4;20;7777;-999;4936;-999;8344;-999;6527;-999;454;-999
100162;RV110;STRØMSHAUG;2062;1;2017;R0;20;8702;285;9236;353;9592;308;6741;232;8574;332
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;R1;20;14718;35;14126;137;16353;40;11119;22;11551;0
300098;EV6;SVARTDALSTUNNELEN;500;50;2017;R2;20;12830;25;8196;98;14268;31;9664;9;663;0
300144;EV6;E6 Alnabru Sydgående Furuset Ulven;20277;1;2017;1;20;12191;-999;13481;-999;12661;-999;11158;-999;13142;-999
300144;EV6;E6 Alnabru Sydgående Furuset Ulven;20277;1;2017;3;20;11256;-999;11492;-999;12628;-999;8236;-999;10233;-999
300144;EV6;E6 Alnabru Sydgående Furuset Ulven;20277;1;2017;R1;20;23447;0;24973;0;25288;0;19394;0;23374;0
300145;EV6;E6 Alnabru Sydgående Furuset Helsfyr;341;51;2017;1;20;8801;-999;8501;-999;10401;-999;5279;-999;6312;-999
300145;EV6;E6 Alnabru Sydgående Furuset Helsfyr;341;51;2017;3;20;15343;-999;15608;-999;16456;-999;12893;-999;14351;-999
300145;EV6;E6 Alnabru Sydgående Furuset Helsfyr;341;51;2017;5;20;371;-999;291;-999;515;-999;53;-999;96;-999
300145;EV6;E6 Alnabru Sydgående Furuset Helsfyr;341;51;2017;R1;20;24515;0;24400;0;27372;0;18225;0;20759;0
300147;EV6;E6 Alnabru Nordgående Helsfyr Furuset;390;51;2017;2;20;8827;-999;8387;-999;10734;-999;4626;-999;6269;-999
300147;EV6;E6 Alnabru Nordgående Helsfyr Furuset;390;51;2017;4;20;15672;-999;15767;-999;16890;-999;12989;-999;14649;-999
300147;EV6;E6 Alnabru Nordgående Helsfyr Furuset;390;51;2017;6;20;233;-999;218;-999;322;-999;37;-999;66;-999
300147;EV6;E6 Alnabru Nordgående Helsfyr Furuset;390;51;2017;R2;20;24732;0;24372;0;27947;0;17653;0;20984;0
300148;EV6;E6 Alnabru Nordgående Ulven Furuset;14080;1;2017;1;20;14924;-999;15706;-999;16816;-999;10756;-999;14190;-999
300148;EV6;E6 Alnabru Nordgående Ulven Furuset;14080;1;2017;3;20;11064;-999;11963;-999;11760;-999;9531;-999;11466;-999
300148;EV6;E6 Alnabru Nordgående Ulven Furuset;14080;1;2017;R1;20;25987;0;27669;0;28576;0;20287;0;25656;0
300151;EV6;E6 Ulvensplitten Rampe Økern Alnabru;34560;87;2017;1;20;13022;0;13086;0;14645;0;9448;0;11851;0
300151;EV6;E6 Ulvensplitten Rampe Økern Alnabru;34560;87;2017;R1;20;13022;0;13086;0;14645;0;9448;0;11851;0
300152;EV6;E6 Ulvensplitten Rampe Alnabru Teisen;21460;1;2017;1;20;14709;0;16272;0;15931;0;12020;0;15781;0
300152;EV6;E6 Ulvensplitten Rampe Alnabru Teisen;21460;1;2017;R1;20;14709;0;16272;0;15931;0;12020;0;15781;0
300153;EV6;E6 Ulvensplitten Rampe Teisen Alnabru;12950;1;2017;1;20;16339;0;17902;0;18139;0;12375;0;16648;0
300153;EV6;E6 Ulvensplitten Rampe Teisen Alnabru;12950;1;2017;R1;20;16339;0;17902;0;18139;0;12375;0;16648;0
300154;EV6;E6 Ulvensplitten Rampe Alnabru Økern;43125;87;2017;1;20;11897;0;11998;0;13176;0;9081;0;10860;0
300154;EV6;E6 Ulvensplitten Rampe Alnabru Økern;43125;87;2017;R1;20;11897;0;11998;0;13176;0;9081;0;10860;0
300156;EV6;E6 Ulven;13130;1;2017;1;20;13022;0;13086;0;14645;0;9448;0;11851;0
300156;EV6;E6 Ulven;13130;1;2017;R1;20;13022;0;13086;0;14645;0;9448;0;11851;0
300157;EV6;E6 Alnabru Sydgående;100;2;2017;1;20;8801;-999;8501;-999;10401;-999;5279;-999;6312;-999
300157;EV6;E6 Alnabru Sydgående;100;2;2017;3;20;15343;-999;15608;-999;16456;-999;12893;-999;14351;-999
300157;EV6;E6 Alnabru Sydgående;100;2;2017;5;20;371;-999;291;-999;515;-999;53;-999;96;-999
300157;EV6;E6 Alnabru Sydgående;100;2;2017;7;20;12191;-999;13481;-999;12661;-999;11158;-999;13142;-999
300157;EV6;E6 Alnabru Sydgående;100;2;2017;9;20;11256;-999;11492;-999;12628;-999;8236;-999;10233;-999
300157;EV6;E6 Alnabru Sydgående;100;2;2017;R1;20;47962;0;49373;0;52660;0;37619;0;44133;0
300158;EV6;E6 Alnabru Nordgående;120;2;2017;1;20;14924;-999;15706;-999;16816;-999;10756;-999;14190;-999
300158;EV6;E6 Alnabru Nordgående;120;2;2017;2;20;8827;-999;8387;-999;10734;-999;4626;-999;6269;-999
300158;EV6;E6 Alnabru Nordgående;120;2;2017;3;20;11064;-999;11963;-999;11760;-999;9531;-999;11466;-999
300158;EV6;E6 Alnabru Nordgående;120;2;2017;4;20;15672;-999;15767;-999;16890;-999;12989;-999;14649;-999
300158;EV6;E6 Alnabru Nordgående;120;2;2017;6;20;233;-999;218;-999;322;-999;37;-999;66;-999
100163;FV109;ROLVSØYSUND BRU;4352;3;2017;R0;20;16881;0;16141;0;19178;0;11823;0;14102;0
300158;EV6;E6 Alnabru Nordgående;120;2;2017;R1;20;25987;0;27669;0;28576;0;20287;0;25656;0
300158;EV6;E6 Alnabru Nordgående;120;2;2017;R2;20;24732;0;24372;0;27947;0;17653;0;20984;0
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;1;20;11184;-999;8688;-999;13865;-999;5279;-999;3190;-999
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;2;20;10642;-999;8625;-999;12754;-999;5993;-999;4008;-999
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;3;20;14677;-999;16266;-999;16086;-999;11576;-999;17107;-999
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;4;20;15527;-999;12340;-999;17049;-999;12176;-999;6134;-999
100164;FV114;NORDBY SØR;1810;1;2017;R0;20;1802;0;1902;0;2014;0;1336;0;1731;0
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;R1;20;25861;52;24955;204;29951;62;16856;28;20297;0
300160;EV6;E6 Lodalen Helsfyr mot Sentrum;4018;51;2017;R2;20;26169;47;20965;186;29803;58;18169;21;10142;0
300162;EV6;E6 Lodalen Rampe Helsfyr Lodalen;12123;75;2017;1;20;5847;0;5144;0;6790;0;3771;0;4255;0
300162;EV6;E6 Lodalen Rampe Helsfyr Lodalen;12123;75;2017;R1;20;5847;0;5144;0;6790;0;3771;0;4255;0
300163;EV6;E6 Lodalen Rampe Sentrum Lodalen;32014;75;2017;1;20;1664;0;2044;0;1862;0;1226;0;1573;0
300163;EV6;E6 Lodalen Rampe Sentrum Lodalen;32014;75;2017;R1;20;1664;0;2044;0;1862;0;1226;0;1573;0
300164;EV6;E6 Lodalen;4000;51;2017;1;20;11175;-999;8654;-999;13856;-999;5272;-999;3190;-999
300164;EV6;E6 Lodalen;4000;51;2017;2;20;10642;-999;8625;-999;12754;-999;5993;-999;4008;-999
300164;EV6;E6 Lodalen;4000;51;2017;3;20;14650;-999;16160;-999;16061;-999;11545;-999;17107;-999
300164;EV6;E6 Lodalen;4000;51;2017;4;20;15527;-999;12340;-999;17049;-999;12176;-999;6134;-999
300164;EV6;E6 Lodalen;4000;51;2017;5;20;5902;-999;5364;-999;6840;-999;3838;-999;4255;-999
100166;FV115;SKIPTVET NORD;9482;2;2017;R0;20;4438;0;4440;0;4996;0;3209;0;3837;0
300164;EV6;E6 Lodalen;4000;51;2017;R1;20;31728;60;30178;239;36757;72;20654;33;24552;0
300164;EV6;E6 Lodalen;4000;51;2017;R2;20;26169;47;20965;186;29803;58;18169;21;10142;0
300171;EV6;E6 Furuset Nordgående;3096;2;2017;1;20;14738;-999;15286;-999;17175;-999;9373;-999;13153;-999
300171;EV6;E6 Furuset Nordgående;3096;2;2017;3;20;20214;-999;20979;-999;21432;-999;17532;-999;20157;-999
300171;EV6;E6 Furuset Nordgående;3096;2;2017;5;20;10742;-999;11007;-999;11961;-999;8059;-999;9781;-999
300171;EV6;E6 Furuset Nordgående;3096;2;2017;7;20;6595;-999;6396;-999;7499;-999;4607;-999;5216;-999
300171;EV6;E6 Furuset Nordgående;3096;2;2017;R1;20;52290;87;53668;0;58066;96;39571;65;48306;0
300172;EV6;E6 Furuset Sydgående;3445;2;2017;2;20;12233;-999;12576;-999;13929;-999;8498;-999;10285;-999
300172;EV6;E6 Furuset Sydgående;3445;2;2017;4;20;19930;-999;20884;-999;20994;-999;17588;-999;19866;-999
300172;EV6;E6 Furuset Sydgående;3445;2;2017;6;20;13316;-999;13318;-999;14854;-999;9931;-999;11970;-999
300172;EV6;E6 Furuset Sydgående;3445;2;2017;8;20;5925;-999;5737;-999;6718;-999;4179;-999;4743;-999
300172;EV6;E6 Furuset Sydgående;3445;2;2017;R2;20;51404;92;52514;0;56495;100;40195;73;46864;0
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;1;20;10746;-999;11355;-999;12502;-999;6881;-999;10375;-999
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;2;20;8973;-999;9455;-999;9966;-999;6786;-999;8185;-999
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;3;20;15097;-999;16282;-999;15953;-999;13213;-999;16046;-999
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;4;20;16096;-999;17523;-999;16772;-999;14608;-999;17082;-999
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;5;20;81;-999;71;-999;113;-999;10;-999;11;-999
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;6;20;33;-999;38;-999;38;-999;21;-999;31;-999
100177;FV126;TROSTERUD;313;1;2017;R0;20;220;16;273;23;217;15;227;16;301;25
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;R1;20;25924;56;27708;221;28567;63;20104;39;26432;0
300349;EV6;E6 V/KARIHAUGEN;6011;2;2017;R2;20;25102;56;27016;223;26776;62;21416;43;25299;0
400002;EV6;VERVEN;12495;4;2017;1;20;10053;0;11107;0;11348;0;7201;0;11092;1
400002;EV6;VERVEN;12495;4;2017;2;20;9927;0;11000;0;10506;0;8653;0;10943;1
100183;FV118;SARPSFOSSEN BRU;710;5;2017;R0;20;20666;0;19651;0;23001;0;15526;0;17256;0
400002;EV6;VERVEN;12495;4;2017;R1;20;10053;0;11107;0;11348;0;7201;0;11092;1
400002;EV6;VERVEN;12495;4;2017;R2;20;9927;0;11000;0;10506;0;8653;0;10943;1
400006;EV6;MJØSBRUA ØST;14200;5;2017;1;20;7743;7;8837;12;8607;5;5842;13;9057;0
400006;EV6;MJØSBRUA ØST;14200;5;2017;2;20;7636;7;8719;12;7957;4;6929;14;8978;0
100184;FV110;RAKKESTADSVINGEN ØST;672;1;2017;R0;20;11751;0;12309;0;12913;0;9190;0;11410;0
400006;EV6;MJØSBRUA ØST;14200;5;2017;R1;20;7743;7;8837;12;8607;5;5842;13;9057;0
400006;EV6;MJØSBRUA ØST;14200;5;2017;R2;20;7636;7;8719;12;7957;4;6929;14;8978;0
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;1;20;1596;-999;1933;-999;1781;-999;1187;-999;2178;-999
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;2;20;1677;-999;1964;-999;1130;-999;2882;-999;2210;-999
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;3;20;5639;-999;6505;-999;5831;-999;5216;-999;6936;-999
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;4;20;5375;-999;6266;-999;4989;-999;6223;-999;6738;-999
100185;RV111;RAKKESTADSVINGEN N;744;2;2017;R0;20;13152;0;12662;0;14817;0;9484;0;11075;0
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;R1;20;7235;0;8438;0;7612;0;6403;0;9114;0
400019;EV6;KOLOBEKKEN SØR;1325;2;2017;R2;20;7052;0;8230;0;6119;0;9105;0;8948;0
400215;EV6;RUDSHØGDA N;7250;5;2017;1;20;8350;41;9331;105;9422;47;5990;29;9310;0
400215;EV6;RUDSHØGDA N;7250;5;2017;2;20;8358;41;9295;105;8790;44;7405;35;9279;0
100190;FV21;STRØMSFOSS SØR;20150;7;2017;R0;20;815;1;1119;0;823;1;797;1;1314;0
400215;EV6;RUDSHØGDA N;7250;5;2017;R1;20;8350;41;9331;105;9422;47;5990;29;9310;0
400215;EV6;RUDSHØGDA N;7250;5;2017;R2;20;8358;41;9295;105;8790;44;7405;35;9279;0
400300;EV6;ÅKERSVIKA N;360;4;2017;1;20;9725;0;10796;0;10863;0;7220;0;10772;0
400300;EV6;ÅKERSVIKA N;360;4;2017;2;20;10256;0;11346;0;10824;0;9003;0;11292;0
100197;RV21;LØKKEBERG;1864;1;2017;R0;20;15607;296;16266;460;17514;323;11409;234;14939;431
400300;EV6;ÅKERSVIKA N;360;4;2017;R1;20;9725;0;10796;0;10863;0;7220;0;10772;0
400300;EV6;ÅKERSVIKA N;360;4;2017;R2;20;10256;0;11346;0;10824;0;9003;0;11292;0
400797;EV6;KLEVERUD;6300;1;2017;1;20;1468;-999;1793;-999;1612;-999;1149;-999;2020;-999
400797;EV6;KLEVERUD;6300;1;2017;2;20;1486;-999;1747;-999;970;-999;2622;-999;1990;-999
400797;EV6;KLEVERUD;6300;1;2017;3;20;5629;-999;6518;-999;5807;-999;5237;-999;6994;-999
400797;EV6;KLEVERUD;6300;1;2017;4;20;5460;-999;6372;-999;4972;-999;6534;-999;6871;-999
100199;FV118;SKJEBERG NORD;4344;3;2017;R0;20;5204;3;5767;0;5583;3;4368;2;5505;0
400797;EV6;KLEVERUD;6300;1;2017;R1;20;7096;46;8311;0;7419;46;6386;47;9014;0
400797;EV6;KLEVERUD;6300;1;2017;R2;20;6946;8;8119;0;5942;5;9156;15;8861;0
500102;EV6;DOMBÅS SØR;11750;19;2017;1;20;2181;0;3344;0;2237;1;2058;0;4184;0
500102;EV6;DOMBÅS SØR;11750;19;2017;2;20;2166;0;3342;0;2248;1;1987;0;4203;0
100200;EV6;JONSTEN VEST;1107;7;2017;R0;20;37919;23;42458;11;40534;24;32161;21;42409;0
500102;EV6;DOMBÅS SØR;11750;19;2017;R1;20;2181;0;3344;0;2237;1;2058;0;4184;0
500102;EV6;DOMBÅS SØR;11750;19;2017;R2;20;2166;0;3342;0;2248;1;1987;0;4203;0
500108;EV6;OTTA SØR;7170;16;2017;1;20;2992;4;4138;15;3200;4;2534;3;4859;0
500108;EV6;OTTA SØR;7170;16;2017;2;20;2991;4;4177;15;3110;4;2729;3;4969;0
100202;FV120;RØDSUND NORD;1716;5;2017;R0;20;4325;8;4440;4;4868;8;3130;6;3960;0
500108;EV6;OTTA SØR;7170;16;2017;R1;20;2992;4;4138;15;3200;4;2534;3;4859;0
500108;EV6;OTTA SØR;7170;16;2017;R2;20;2991;4;4177;15;3110;4;2729;3;4969;0
500114;EV6;SJOA BOMSTASJON;12349;15;2017;1;20;2153;3;3330;7;2243;4;1957;1;4229;0
500114;EV6;SJOA BOMSTASJON;12349;15;2017;2;20;2213;3;3445;7;2192;4;2259;1;4424;0
100206;FV22;DET GAMLE BADET;4084;3;2017;R0;20;15827;102;16234;0;17707;120;11687;61;14323;0
500114;EV6;SJOA BOMSTASJON;12349;15;2017;R1;20;2153;3;3330;7;2243;4;1957;1;4229;0
500114;EV6;SJOA BOMSTASJON;12349;15;2017;R2;20;2213;3;3445;7;2192;4;2259;1;4424;0
500115;EV6;MELLOMDOKKA RASTEPLASS;14000;14;2017;1;20;2177;-999;3319;-999;2291;-999;1926;-999;4171;-999
500115;EV6;MELLOMDOKKA RASTEPLASS;14000;14;2017;2;20;2170;1;3345;0;2114;1;2294;1;4294;0
500115;EV6;MELLOMDOKKA RASTEPLASS;14000;14;2017;3;20;46;-999;96;-999;48;-999;42;-999;130;-999
100215;FV108;HVALERTUNNELEN;5378;7;2017;R0;20;2524;0;3631;0;2579;0;2404;0;4478;0
500115;EV6;MELLOMDOKKA RASTEPLASS;14000;14;2017;R1;20;2224;1;3414;0;2340;1;1969;1;4301;0
500115;EV6;MELLOMDOKKA RASTEPLASS;14000;14;2017;R2;20;2170;1;3345;0;2114;1;2294;1;4294;0
500116;EV6;HUNDORPTUNNELEN;1998;14;2017;1;20;2236;1;3417;0;2337;1;2012;0;4300;0
500116;EV6;HUNDORPTUNNELEN;1998;14;2017;2;20;2174;0;3323;0;2081;1;2380;0;4276;0
100216;FV120;ELVESTAD SØR;11973;6;2017;R0;20;4828;98;4871;73;5398;104;3574;83;4270;0
500116;EV6;HUNDORPTUNNELEN;1998;14;2017;R1;20;2236;1;3417;0;2337;1;2012;0;4300;0
500116;EV6;HUNDORPTUNNELEN;1998;14;2017;R2;20;2174;0;3323;0;2081;1;2380;0;4276;0
500117;EV6;TEIGKAMPTUNNELEN;5500;15;2017;1;20;2132;15;3309;7;2210;15;1960;14;4220;0
500117;EV6;TEIGKAMPTUNNELEN;5500;15;2017;2;20;2118;14;3337;7;2074;14;2214;15;4321;0
100217;FV124;RAKKESTAD SØR;720;3;2017;R0;20;7420;231;7771;244;8281;250;5523;189;7234;281
500117;EV6;TEIGKAMPTUNNELEN;5500;15;2017;R1;20;2132;15;3309;7;2210;15;1960;14;4220;0
500117;EV6;TEIGKAMPTUNNELEN;5500;15;2017;R2;20;2118;14;3337;7;2074;14;2214;15;4321;0
500301;EV6;FÅVANG SØR;14950;11;2017;1;20;3519;1;4860;3;3771;0;2962;2;5759;0
500301;EV6;FÅVANG SØR;14950;11;2017;2;20;3507;1;4859;4;3355;0;3843;3;5816;0
100220;FV116;TOMB SØR;7860;1;2017;R0;20;4157;143;4686;170;4528;154;3338;117;4573;89
500301;EV6;FÅVANG SØR;14950;11;2017;R1;20;3519;1;4860;3;3771;0;2962;2;5759;0
500301;EV6;FÅVANG SØR;14950;11;2017;R2;20;3507;1;4859;4;3355;0;3843;3;5816;0
500304;EV6;FRYA;6110;13;2017;1;20;3409;0;4670;0;3692;0;2787;0;5427;0
500304;EV6;FRYA;6110;13;2017;2;20;3408;0;4686;0;3444;0;3329;0;5511;0
100222;FV114;GREÅKERDALEN;2856;4;2017;R0;20;4382;0;4030;0;5060;0;2890;0;3239;0
500304;EV6;FRYA;6110;13;2017;R1;20;3409;0;4670;0;3692;0;2787;0;5427;0
500304;EV6;FRYA;6110;13;2017;R2;20;3408;0;4686;0;3444;0;3329;0;5511;0
500404;EV6;ØYER GR. SØR (E6);4580;8;2017;1;20;5472;195;7183;324;5880;202;4576;179;8057;424
500404;EV6;ØYER GR. SØR (E6);4580;8;2017;2;20;5487;198;7579;342;5340;188;5809;219;8854;462
100226;EV6;HJELMUNGEN;4950;1;2017;R0;20;27670;0;32207;0;28435;0;25986;0;34546;0
500404;EV6;ØYER GR. SØR (E6);4580;8;2017;R1;20;5472;195;7183;324;5880;202;4576;179;8057;424
500404;EV6;ØYER GR. SØR (E6);4580;8;2017;R2;20;5487;198;7579;342;5340;188;5809;219;8854;462
500426;EV6;VINGROM SØR;13570;3;2017;1;20;5870;5;6936;19;6478;6;4531;3;7381;0
500426;EV6;VINGROM SØR;13570;3;2017;2;20;5861;4;6937;17;5695;5;6225;3;7466;0
100227;RV110;FREDRIKSTAD BRU ØST;3823;4;2017;R0;20;27944;145;28122;1;31172;159;20838;113;25318;0
500426;EV6;VINGROM SØR;13570;3;2017;R1;20;5870;5;6936;19;6478;6;4531;3;7381;0
500426;EV6;VINGROM SØR;13570;3;2017;R2;20;5861;4;6937;17;5695;5;6225;3;7466;0
500513;EV6;BIRI SØR;1020;2;2017;1;20;6752;3;7907;0;7487;3;5135;4;8329;0
500513;EV6;BIRI SØR;1020;2;2017;2;20;6626;3;7790;0;6553;2;6788;5;8278;0
100228;FV110;SOLBERG VEST;7613;2;2017;R0;20;7458;0;9101;0;7965;0;6343;0;9474;0
500513;EV6;BIRI SØR;1020;2;2017;R1;20;6752;3;7907;0;7487;3;5135;4;8329;0
500513;EV6;BIRI SØR;1020;2;2017;R2;20;6626;3;7790;0;6553;2;6788;5;8278;0
501226;EV6;MESNADALSARMEN;540;56;2017;1;20;6957;0;7569;0;7690;0;5342;0;7063;0
501226;EV6;MESNADALSARMEN;540;56;2017;2;20;7026;0;7613;0;7718;0;5501;0;7064;0
100234;FV118;ÅSGÅRD;4155;7;2017;R0;20;4788;27;4814;0;5477;31;3273;18;4225;0
501226;EV6;MESNADALSARMEN;540;56;2017;R1;20;6957;0;7569;0;7690;0;5342;0;7063;0
501226;EV6;MESNADALSARMEN;540;56;2017;R2;20;7026;0;7613;0;7718;0;5501;0;7064;0
501304;EV6;FOKSTUA SØR;10270;20;2017;1;20;1058;1;1982;0;1006;1;1172;1;2640;0
501304;EV6;FOKSTUA SØR;10270;20;2017;2;20;1054;1;1997;0;1030;1;1107;1;2648;0
100235;FV109;FYLKESHUSET;699;4;2017;R0;20;6078;0;5339;0;7064;0;3907;0;4704;0
501304;EV6;FOKSTUA SØR;10270;20;2017;R1;20;1058;1;1982;0;1006;1;1172;1;2640;0
501304;EV6;FOKSTUA SØR;10270;20;2017;R2;20;1054;1;1997;0;1030;1;1107;1;2648;0
501374;EV6;ROSTEN;4360;18;2017;1;20;1887;26;3048;36;1929;27;1793;24;3800;56
501374;EV6;ROSTEN;4360;18;2017;2;20;1892;26;3053;36;1947;27;1773;24;3826;55
100239;RV110;ST HANSFJELLET;1053;4;2017;R0;20;17715;0;17946;0;19520;0;13743;0;16553;0
501374;EV6;ROSTEN;4360;18;2017;R1;20;1887;26;3048;36;1929;27;1793;24;3800;56
501374;EV6;ROSTEN;4360;18;2017;R2;20;1892;26;3053;36;1947;27;1773;24;3826;55
501590;EV6;ØYERTUNNELEN;6470;10;2017;1;20;3793;15;5094;0;4067;14;3189;17;5998;0
501590;EV6;ØYERTUNNELEN;6470;10;2017;2;20;3774;15;5071;0;3611;13;4133;20;6035;0
100240;RV111;ØRAVEIEN;2694;1;2017;R0;20;9601;17;9895;0;11422;20;5591;9;9158;0
501590;EV6;ØYERTUNNELEN;6470;10;2017;R1;20;3793;15;5094;0;4067;14;3189;17;5998;0
501590;EV6;ØYERTUNNELEN;6470;10;2017;R2;20;3774;15;5071;0;3611;13;4133;20;6035;0
1600015;EV6;MOHOLT RAMPE 2;32121;95;2017;1;20;2656;0;2530;0;3033;0;1825;0;2087;0
1600015;EV6;MOHOLT RAMPE 2;32121;95;2017;R1;20;2656;0;2530;0;3033;0;1825;0;2087;0
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;1;20;7150;-999;6893;-999;8775;-999;3571;-999;5244;-999
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;2;20;6855;-999;6713;-999;8479;-999;3278;-999;5206;-999
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;3;20;12896;-999;13162;-999;14550;-999;9253;-999;11950;-999
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;4;20;13784;-999;13856;-999;15533;-999;9933;-999;12400;-999
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;R0;20;25468;447;31148;0;27248;472;21549;390;33941;0
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;R1;20;20045;17;20055;12;23325;20;12824;8;17194;16
1600017;EV6;MOHOLT VED VEGAMOT;3239;12;2017;R2;20;20639;13;20569;0;24012;12;13211;14;17606;0
1600145;EV6;E6 TILLER VED XXL;2045;10;2017;1;20;2506;-999;2705;-999;2799;-999;1860;-999;2536;-999
1600145;EV6;E6 TILLER VED XXL;2045;10;2017;2;20;2871;-999;2999;-999;3420;-999;1660;-999;2601;-999
1600145;EV6;E6 TILLER VED XXL;2045;10;2017;3;20;10563;-999;11185;-999;11707;-999;8044;-999;10693;-999
1600145;EV6;E6 TILLER VED XXL;2045;10;2017;4;20;9720;-999;10111;-999;10784;-999;7377;-999;9627;-999
100248;FV117;ÅLEKILENE;5707;2;2017;R0;20;8527;74;9584;0;9241;84;6954;50;9538;0
1600145;EV6;E6 TILLER VED XXL;2045;10;2017;R1;20;13069;267;13890;255;14506;292;9904;211;13229;277
